@relation data
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute X22 numeric
@attribute X23 numeric
@attribute X24 numeric
@attribute X25 numeric
@attribute X26 numeric
@attribute X27 numeric
@attribute X28 numeric
@attribute X29 numeric
@attribute X30 numeric
@attribute X31 numeric
@attribute X32 numeric
@attribute class {'1','2','3','4','5'}
@data
-0.000765,0.005639,0.000954,-0.009648,0.001649,0.001561,-0.000124,0.00309,3.3e-05,-0.002002,0.001949,-0.000414,-0.00017,-0.000285,-0.00013,-0.000286,-0.000888,0.000225,-2.6e-05,-0.000208,-0.000164,0.00054,-0.000429,-0.000137,0.005771,0.009912,0.003092,0.002824,0.000356,0.000959,0.000266,0.000704,'5'
0.002741,0.002495,0.00157,-0.005274,-0.007999,-0.001427,-0.001867,-0.001493,-0.00053,0.006219,-0.005659,-0.002512,0.001131,-0.001014,0.000199,0.001411,-0.003112,-0.000964,-0.000562,-0.001478,-0.000181,0.002652,-0.002454,-0.000677,0.004025,0.009687,0.002449,0.008775,0.001532,0.00355,0.001592,0.003676,'5'
0.00459,0.006618,0.001303,-0.007432,-0.005737,-0.00081,0.000591,0.003293,-0.000628,0.006287,-0.004038,-0.001907,0.000578,0.001288,-8.3e-05,-0.000674,0.000707,0.000193,0.000768,0.001496,-3.1e-05,2.2e-05,0.000507,0.000189,0.008158,0.009424,0.003404,0.007712,0.001414,0.000996,0.001682,0.000541,'5'
0.017877,0.005278,-0.000266,0.016519,0.000838,-0.001217,0.00029,0.00608,-0.000141,0.00472,-0.002104,-0.002463,0.004286,-0.000432,-0.000506,0.007726,0.002121,-0.000131,-9.7e-05,0.000899,0.000157,-0.000506,0.000624,-0.000179,0.018642,0.016585,0.006089,0.005724,0.004338,0.008013,0.000918,0.000823,'5'
0.020354,0.00615,-0.000175,-0.004051,0.016571,0.001544,0.008776,0.008621,0.00132,-0.006415,0.012373,0.000594,0.000799,0.000281,2.9e-05,-0.006635,0.005075,0.000891,0.002738,0.000819,0.000471,-0.003592,0.00467,0.000986,0.021264,0.017128,0.012372,0.01395,0.000848,0.008401,0.002896,0.005973,'5'
0.016398,0.002302,-0.002286,-0.003248,0.018788,0.001691,0.004063,0.006963,-0.000196,-0.007049,0.013341,0.000755,-0.001276,-0.001241,-0.000681,0.000259,0.000715,4.7e-05,-0.00152,-0.000535,-0.000489,-0.000204,0.000312,5.2e-05,0.016716,0.019142,0.008064,0.015108,0.001906,0.000762,0.001684,0.000377,'5'
0.006116,0.004787,-0.000509,-0.000578,0.00943,0.000639,0.006109,0.004784,-0.000511,0.004505,0.008939,0.001285,-0.003317,0.000802,0.000573,0.000861,-0.003019,-0.000339,0.00066,-0.000703,-0.000102,0.003727,-0.00142,0.000171,0.007783,0.009469,0.007776,0.010092,0.00346,0.003158,0.00097,0.003992,'5'
0.002932,0.000823,-0.000213,-0.005009,0.00586,6e-06,0.002982,0.000845,-0.000196,0.010169,0.009784,0.001708,-0.000677,-0.000844,6.3e-05,-0.000943,-0.00076,-0.000135,-0.000665,-0.000838,6.7e-05,0.001205,0.00018,9e-05,0.003053,0.007709,0.003105,0.014214,0.001084,0.001218,0.001072,0.001222,'5'
-0.000954,-0.001248,0.000189,-0.018792,-0.005136,0.001621,-9e-04,-0.001223,0.000208,-0.006338,-0.000752,0.002843,-0.000827,-0.00044,8.6e-05,-0.002933,-0.00234,0.000344,-0.000826,-0.00044,8.6e-05,-0.003512,-0.002242,0.000241,0.001582,0.019548,0.001533,0.006986,0.000941,0.003767,0.00094,0.004173,'5'
-0.018953,-0.009335,3.1e-05,-0.0243,-0.003853,0.001377,-0.00462,-0.007765,0.000714,-0.01508,-0.000196,0.002362,-0.011249,-0.005055,-9.9e-05,-0.003442,0.000802,-0.000153,-0.002325,-0.004089,0.000316,-0.005464,0.000348,-3e-04,0.021127,0.024642,0.009064,0.015265,0.012333,0.003538,0.004714,0.005483,'5'
-0.022555,-0.008936,8.2e-05,-0.023212,-0.006915,0.001693,-0.005811,-0.007152,0.000891,-0.0232,-0.006905,0.0017,-0.001162,0.000129,1.6e-05,0.000351,-0.000988,0.000102,-0.000384,0.000198,5.7e-05,-0.002619,-0.002164,-0.000213,0.024261,0.024279,0.009258,0.024265,0.001169,0.001053,0.000436,0.003405,'5'
-0.001539,-0.002654,0.000575,0.021582,0.009163,-0.001591,-0.001384,-0.002584,0.000628,0.013155,0.005922,-0.002615,0.006779,0.002026,0.000159,0.01445,0.005186,-0.001059,0.001428,0.001474,-8.5e-05,0.011727,0.004138,-0.001392,0.003122,0.0235,0.002998,0.014662,0.007078,0.015389,0.002054,0.012514,'5'
0.012394,0.005112,0.000547,0.014872,0.00439,-0.000521,0.001249,0.003931,5e-05,0.009169,0.00194,-0.001333,0.001786,0.000996,-4e-06,-0.00086,-0.000612,0.000137,0.000338,0.000835,-7.4e-05,-0.000511,-0.00051,0.000164,0.013418,0.015516,0.004125,0.009467,0.002045,0.001064,0.000904,0.000741,'5'
0.01293,0.005988,0.000321,0.014182,0.006991,-0.00073,0.001785,0.004834,-0.000189,0.011855,0.005876,-0.000988,0.000173,0.000282,-7.3e-05,-0.000223,0.000839,-6.7e-05,0.000173,0.000291,-7.7e-05,0.000866,0.00127,0.000111,0.014253,0.015829,0.005157,0.013268,0.000339,0.000871,0.000347,0.001541,'5'
0.001112,0.002274,-0.000324,-0.014714,-0.002959,0.000712,0.001125,0.00228,-0.000319,-0.009678,-0.000965,0.001465,-0.002514,-0.00079,-0.000137,-0.006148,-0.002117,0.000307,-0.00014,-0.000543,-2.8e-05,-0.004582,-0.001456,0.000522,0.002552,0.015025,0.002562,0.009836,0.002639,0.00651,0.000562,0.004835,'5'
-0.0062,-0.002143,0.000154,-0.003951,-0.003767,-0.000159,-0.002837,-0.002355,-0.000231,-0.001263,-0.001752,0.000644,-0.000276,-0.000167,1.8e-05,0.000406,-3e-05,-3.3e-05,-0.00015,-0.000175,3e-06,0.000318,-3e-05,-3.1e-05,0.006562,0.005461,0.003694,0.002254,0.000323,0.000409,0.00023,0.00032,'5'
-0.007898,-0.000815,-0.000226,-0.002861,-0.003038,8.8e-05,-0.003357,-0.002298,-0.000286,-0.002799,-0.003362,0.000408,-0.001061,0.00083,-0.000237,0.000681,0.000455,0.000154,-0.000325,3.6e-05,-3.4e-05,-0.00096,-0.001006,-0.000147,0.007943,0.004174,0.004078,0.004393,0.001368,0.000834,0.000329,0.001398,'5'
-0.000652,-0.001696,-0.000365,0.004203,4e-06,-0.000328,0.000155,-0.003095,-0.00029,0.003148,-0.000344,-0.000179,0.002337,-0.000284,-4.5e-05,0.002279,0.000981,-0.000134,0.001133,-0.000257,-1e-06,0.001918,0.000973,-0.000189,0.001853,0.004215,0.003112,0.003172,0.002355,0.002485,0.001162,0.00216,'5'
0.02194,0.012654,-0.002065,0.017219,0.007283,-0.002492,0.010411,0.007977,-6.2e-05,0.011724,0.002207,-0.004008,0.007288,0.004629,-0.000548,0.004199,0.002348,-0.000698,0.003309,0.003572,7.3e-05,0.002766,0.000823,-0.001235,0.025412,0.018862,0.013116,0.012585,0.008651,0.004861,0.004869,0.003139,'5'
0.024633,0.007702,-4e-04,0.010809,-0.00109,-0.002831,0.01134,0.008253,7.1e-05,0.010844,0.001228,-0.003097,0.000869,-0.001598,0.000537,-0.002068,-0.002701,-0.000109,3e-04,8.9e-05,4.3e-05,-0.000284,-0.000316,0.000294,0.025812,0.011227,0.014025,0.011344,0.001896,0.003403,0.000316,0.000516,'5'
0.000619,0.010424,0.000166,0.01167,0.002767,-0.002782,0.000581,0.010329,0.000144,0.011781,0.003314,-0.002885,-0.007504,0.000851,0.000177,0.000269,0.001205,1.5e-05,-0.003362,0.000649,2.3e-05,0.000293,0.000652,6.6e-05,0.010443,0.012312,0.010346,0.012573,0.007555,0.001235,0.003425,0.000718,'5'
0.00795,0.009352,-6.8e-05,-0.000424,0.012372,-6.7e-05,0.00789,0.009206,-0.000102,-0.000559,0.012306,-0.000103,0.002365,-0.000346,-7.5e-05,-0.003901,0.003098,0.000876,0.002358,-0.000362,-7.9e-05,-0.00398,0.002901,0.000897,0.012275,0.012379,0.012125,0.012319,0.002391,0.005058,0.002387,0.005006,'5'
0.002985,0.004682,-0.000702,-0.018273,0.012306,0.000931,0.005753,0.005404,0.000284,-0.018441,0.012224,0.000887,-0.001056,-0.000994,-0.000135,-0.003798,-1.4e-05,0.000212,-0.000455,-0.000809,8.2e-05,-0.003805,-1.7e-05,0.000211,0.005597,0.02205,0.007898,0.022143,0.001456,0.003804,0.000932,0.003811,'5'
0.001406,0.007468,-0.000819,0.00281,-0.002488,-0.000372,0.0051,0.004076,0.00013,0.002757,-0.002514,-0.000386,-0.00051,0.000899,-3.8e-05,0.006801,-0.004772,-0.00042,-0.000211,-0.000428,-5e-05,0.006838,-0.004754,-0.000411,0.007643,0.003771,0.00653,0.003751,0.001034,0.008319,0.00048,0.008338,'5'
-0.001772,-0.000483,-0.001608,0.018643,-0.005841,0.000365,0.002811,-0.003803,-0.00048,0.002685,-0.009941,-0.000481,-0.001025,-0.002565,-0.000255,0.005107,-0.001082,0.000238,-0.000738,-0.002541,-0.000197,-2.3e-05,-0.002396,-3.1e-05,0.002442,0.01954,0.004753,0.010308,0.002774,0.005226,0.002654,0.002396,'5'
-0.001373,0.000105,-0.000845,0.017413,-0.009377,-0.00118,0.000452,-0.003548,-0.000708,0.017477,-0.009345,-0.001164,6.4e-05,9.5e-05,0.000123,-0.000198,-0.00057,-0.000249,-0.000381,4.1e-05,-3.7e-05,0.002386,9.6e-05,-0.00011,0.001616,0.019812,0.003646,0.019853,0.000168,0.000653,0.000385,0.00239,'5'
-0.002071,-0.000985,-0.000532,-0.00173,0.000622,-0.000153,-0.001398,-0.000924,-0.000397,-0.001685,0.000644,-0.000141,-7.4e-05,-0.000116,3.3e-05,-0.002036,0.001064,0.000109,-0.000197,0.000279,3.3e-05,-0.002038,0.001063,0.000109,0.002354,0.001845,0.001722,0.001809,0.000142,0.0023,0.000343,0.002301,'5'
0.000234,0.000593,0.000329,-0.009907,-0.000135,-0.000191,0.000647,-0.000286,-8.4e-05,-0.001876,0.00194,0.000246,0.000372,0.000255,0.000139,-0.001319,-0.000122,-6e-06,0.00033,0.000103,5.1e-05,-3.1e-05,0.000209,6.2e-05,0.000718,0.00991,0.000712,0.00271,0.000472,0.001324,0.000349,0.00022,'5'
-0.000165,-0.001988,0.000735,-0.002345,-0.001002,0.000179,-0.000883,0.001341,0.000774,-0.002326,-0.000992,0.000184,-8.5e-05,-0.000549,8.6e-05,0.001609,-0.000184,7.9e-05,-0.000325,0.000346,0.000183,-9.6e-05,-0.000624,-1.3e-05,0.002126,0.002556,0.001783,0.002535,0.000562,0.001621,0.000509,0.000631,'5'
0.000685,-0.005096,0.00086,-0.001348,0.000809,0.000343,0.004656,-0.005522,0.000289,-0.00137,0.000798,0.000337,0.000274,-0.001002,4e-05,0.000321,0.000584,5.3e-05,0.001787,-0.002214,-0.000156,0.000308,0.000578,5e-05,0.005213,0.001609,0.007228,0.001621,0.00104,0.000669,0.002849,0.000657,'5'
-0.011395,0.004059,0.000231,0.000849,-0.001185,-0.000123,-0.00693,0.005063,0.00059,0.000802,-0.001208,-0.000135,-0.00257,0.001948,-0.000134,0.000467,-0.000424,-9.9e-05,-0.002465,0.002252,6.4e-05,0.000462,-0.000427,-0.000101,0.012098,0.001463,0.008603,0.001456,0.003228,0.000639,0.00334,0.000637,'5'
-0.012586,0.003646,-2.7e-05,-0.010424,0.001539,0.000645,-0.005658,-0.00321,-0.000576,-0.010457,0.001523,0.000637,-0.000384,-0.000133,-8.3e-05,-0.003636,0.000879,0.000248,0.00041,-0.002669,-0.000376,-0.003632,0.000881,0.000249,0.013103,0.010557,0.006531,0.010586,0.000415,0.003749,0.002726,0.003746,'5'
-0.00446,-0.002146,0.000843,-0.00567,-0.001613,0.000198,-0.004011,8.8e-05,0.000629,-0.001747,-0.00412,0.000327,0.00065,-0.000463,7e-05,0.00038,-0.000252,-3.6e-05,0.000132,0.000264,9.6e-05,0.000697,-0.000451,-2.5e-05,0.00502,0.005899,0.004061,0.004487,0.000801,0.000458,0.00031,0.000831,'5'
0.002906,-0.01548,0.000563,-0.001764,-0.004116,0.00117,0.005181,-0.012969,0.000331,-0.001262,-0.00645,0.000766,0.002376,-0.004301,-9e-05,0.00126,-0.000807,0.000314,0.002965,-0.004212,-9.6e-05,0.000156,-0.000752,0.000142,0.01576,0.004628,0.01397,0.006617,0.004915,0.001529,0.005152,0.000781,'5'
-0.002071,-0.010045,0.001182,0.006293,-0.003948,0.000918,0.007134,-0.011061,0.000155,0.005756,-0.005769,0.000926,-0.001555,0.001698,0.000193,0.002518,5.2e-05,-7.9e-05,0.00061,0.000596,-5.5e-05,0.002193,0.000213,5e-05,0.010324,0.007485,0.013163,0.008202,0.002311,0.00252,0.000855,0.002204,'5'
-0.008153,-0.009646,0.000973,0.009829,-0.006675,0.002202,0.009019,-0.017256,-0.000662,0.003251,-0.007613,0.000912,-0.001962,0.000129,-6.7e-05,0.001141,-0.00088,0.000414,0.000608,-0.001998,-0.000264,-0.000808,-0.000595,-5e-06,0.012668,0.012084,0.019482,0.008329,0.001967,0.001499,0.002105,0.001003,'5'
-0.013313,-0.001217,0.0025,0.000775,-0.004141,0.000447,-0.000416,-0.002774,-0.000312,0.000935,-0.004261,6.4e-05,-0.001664,0.002719,0.000493,-0.002921,0.000817,-0.000566,-0.003044,0.004672,0.000113,-0.000747,0.001081,-0.000274,0.0136,0.004237,0.002822,0.004363,0.003226,0.003085,0.005577,0.001343,'5'
0.009063,-0.013473,-0.000176,-0.006411,-0.003653,0.002236,-0.007805,-2.3e-05,-0.00014,-0.002993,-0.004546,0.000514,0.007218,-0.003954,-0.000863,-0.002318,0.000158,0.000577,-0.002384,0.000887,5.5e-05,-0.001267,-9.2e-05,0.000145,0.016239,0.00771,0.007807,0.005467,0.008275,0.002394,0.002544,0.001279,'5'
0.01935,-0.013804,-0.001459,0.010437,-0.011489,2.4e-05,0.001805,-0.007396,-3.2e-05,-0.001364,-0.003668,-0.000437,0.003318,-0.000107,-0.000414,0.005435,-0.002528,-0.000714,0.0031,-0.002378,3.5e-05,0.000526,0.000283,-0.000307,0.023813,0.015522,0.007614,0.003937,0.003346,0.006036,0.003908,0.000671,'5'
0.020301,-0.009111,-0.002524,0.010658,-0.008675,-0.000157,0.002166,-0.00703,-0.000181,-0.000867,-0.002524,-0.000494,0.000297,0.001466,-0.000333,6.9e-05,0.00088,-5.6e-05,0.000113,0.000115,-4.6e-05,0.000155,0.000358,-1.8e-05,0.022395,0.013743,0.007358,0.002714,0.001533,0.000884,0.000167,0.00039,'4'
0.009653,-0.000951,-0.001218,0.000587,0.008069,-0.003173,0.005212,-0.005401,0.000426,-0.003775,0.009815,-0.001142,-0.002315,0.001774,0.000284,-0.002189,0.00364,-0.000656,0.000662,0.000354,0.000132,-0.000632,0.002682,-0.000141,0.009775,0.00869,0.007518,0.010578,0.00293,0.004298,0.000762,0.002759,'4'
0.00078,0.00016,-0.000371,-0.005991,0.00519,-0.000211,-0.000447,0.002696,-0.000223,-0.001518,0.003663,0.001294,-0.002773,0.000347,0.000265,-0.002056,-9e-04,0.000926,-0.001768,0.00253,-0.000203,0.000705,-0.001922,0.000761,0.000879,0.007929,0.002741,0.004171,0.002807,0.002427,0.003094,0.002185,'4'
-0.014212,0.005929,0.001474,-0.005785,0.001319,-0.000824,-0.001236,0.003508,-0.000612,0.003704,-0.000654,0.000857,-0.004836,0.001861,0.000595,6.6e-05,-0.001249,-0.000198,-0.000255,0.000262,-0.000126,0.001685,-0.001393,-0.000141,0.01547,0.00599,0.00377,0.003857,0.005216,0.001266,0.000386,0.00219,'4'
-0.018365,0.004792,0.001864,0.009657,-0.017997,0.000329,0.000153,0.001213,-0.00162,0.012621,-0.015358,0.000318,-0.00134,-0.000367,0.000126,0.004981,-0.006231,0.000372,0.000448,-0.00074,-0.000325,0.002877,-0.004743,-0.000174,0.019071,0.020427,0.00203,0.019881,0.001395,0.007986,0.000924,0.00555,'4'
-0.022276,-3e-05,0.001944,-0.000738,-0.008477,-0.000738,-0.003064,-0.00156,-0.000728,0.004306,-0.009008,-9.2e-05,-0.001262,-0.001556,2.6e-05,-0.003353,0.003071,-0.000344,-0.001038,-0.000895,0.000288,-0.002682,0.002048,-0.000132,0.022361,0.008541,0.003515,0.009985,0.002003,0.00456,0.0014,0.003377,'4'
-0.007398,-0.008818,-0.000453,-0.00245,-0.007326,4.8e-05,-0.003019,-0.006687,-3.2e-05,-0.001564,-0.006732,9.5e-05,0.003165,-0.00187,-0.00051,-0.000364,0.000245,0.000167,1e-05,-0.001091,0.000148,-0.001249,0.000484,4e-05,0.01152,0.007725,0.007337,0.006912,0.003712,0.00047,0.001101,0.00134,'4'
-0.006313,-0.013195,-0.00084,0.002304,-0.015466,-0.000586,-0.006364,-0.00866,0.000966,0.001932,-0.013428,-0.001995,0.000678,-0.002735,-0.000242,0.002971,-0.005088,-0.000396,-0.002091,-0.001233,0.000624,0.002185,-0.004185,-0.001306,0.014652,0.015648,0.01079,0.013712,0.002829,0.005905,0.002506,0.004898,'4'
0.007743,-0.019892,-0.002714,-0.006365,-0.017317,-6.6e-05,-0.003566,-0.01247,0.00046,0.003319,-0.011553,-0.002673,0.004534,-0.00216,-0.000604,-0.002796,-0.000597,0.000168,0.000903,-0.001229,-0.000163,0.000448,0.000605,-0.000219,0.021518,0.01845,0.012978,0.012314,0.005059,0.002864,0.001533,0.000783,'4'
0.013024,-0.026107,-0.001561,-0.019429,-0.027232,-0.000969,6.4e-05,-0.014156,-0.000125,-0.016239,-0.022057,-0.000506,0.001704,-0.002005,0.000372,-0.004214,-0.003198,-0.000291,0.001171,-0.000544,-0.000189,-0.006309,-0.003388,0.000699,0.029217,0.033467,0.014157,0.027395,0.002657,0.005299,0.001305,0.007196,'1'
0.002027,-0.021164,-0.000758,-0.002527,-0.01525,-0.001607,-0.008847,-0.015315,4e-05,-0.011476,-0.014849,0.001919,-0.003548,0.001594,0.000259,0.005452,0.003865,-0.000206,-0.002875,-0.000374,5.3e-05,0.001536,0.002325,0.000782,0.021275,0.015541,0.017687,0.018865,0.003898,0.006687,0.002899,0.002895,'1'
0.004115,-0.017723,6e-05,0.004988,-0.018586,-0.000888,0.000659,-0.015945,-0.000932,-0.010451,-0.014181,0.001667,0.000674,0.00111,0.000264,0.002424,-0.001076,0.000232,0.003067,-0.000203,-0.000313,0.000331,0.000215,-8.1e-05,0.018194,0.019264,0.015986,0.017695,0.001325,0.002662,0.003089,0.000403,'1'
0.000924,-0.003238,-0.00031,0.009957,-0.000561,-0.000962,-0.001122,-0.00526,-0.000141,0.003128,-0.001211,-0.000295,-0.000255,0.001159,-3e-05,0.000398,0.001442,-6e-06,-0.000143,0.000855,6.3e-05,0.001086,0.001038,-0.000157,0.003382,0.010019,0.00538,0.003367,0.001187,0.001496,0.000869,0.00151,'1'
0.004588,-0.000908,-0.000424,-0.005019,-0.000664,0.000619,0.005274,-0.001523,-0.000574,-7.2e-05,0.000559,-0.000425,0.001182,0.000752,-3.7e-05,-0.004831,-3.3e-05,0.00051,0.002063,0.001205,-0.00014,-0.001032,0.000571,-4.2e-05,0.004696,0.0051,0.005519,0.000706,0.001401,0.004858,0.002394,0.00118,'3'
-0.00179,0.003251,0.000219,-0.003408,0.003115,-0.000145,-0.005651,0.004129,0.000807,-0.000653,0.001199,-0.000199,-0.001993,0.0013,0.000201,0.000503,0.001181,-0.000239,-0.003414,0.001766,0.000431,-0.000181,2e-04,7.1e-05,0.003717,0.004619,0.007045,0.00138,0.002388,0.001306,0.003868,0.000279,'3'
-0.001779,0.003598,5.1e-05,-0.004994,0.000999,0.001443,-0.004792,0.010018,0.000357,-0.001268,0.001911,3.3e-05,3e-06,0.000112,-5.4e-05,-0.000512,-0.000682,0.000512,0.000277,0.0019,-0.000145,-0.000199,0.00023,7.5e-05,0.004014,0.005294,0.011111,0.002294,0.000124,0.000995,0.001925,0.000313,'3'
-0.001008,0.005911,0.000121,0.005842,0.005437,0.000194,-0.007644,0.006096,0.001065,0.000425,0.005368,0.000416,0.000249,0.000746,2.2e-05,0.003496,0.001432,-0.000403,-0.00092,-0.001265,0.000229,0.000546,0.001115,0.000124,0.005998,0.007983,0.009835,0.005401,0.000787,0.003799,0.001581,0.001248,'3'
-0.002196,0.011862,0.000516,0.005853,0.007504,0.00024,0.004653,0.005346,-0.000557,0.003081,0.00819,0.000145,-0.000253,0.001266,8.4e-05,2e-06,0.00044,1e-05,0.002616,-0.00016,-0.000345,0.000565,6e-04,-5.8e-05,0.012074,0.009519,0.007109,0.008752,0.001294,0.00044,0.002644,0.000826,'3'
-0.0017,0.014427,0.000881,0.00071,0.013126,0.000879,0.000568,0.007479,0.000563,0.008358,0.009438,0.000204,0.00016,0.000827,0.000118,-0.001659,0.001814,0.000206,-0.001317,0.000688,0.000361,0.001702,0.000402,1.9e-05,0.014553,0.013174,0.007522,0.012608,0.000851,0.002466,0.00153,0.001749,'3'
-0.001947,0.020548,0.001319,0.004208,0.015281,0.000517,0.009448,0.012578,-0.00114,0.004543,0.015399,-0.000243,-7.9e-05,0.001974,0.000141,0.001128,0.000695,-0.000117,0.002864,0.001645,-0.000549,-0.001231,0.001923,-0.000144,0.020682,0.015858,0.015772,0.016057,0.001981,0.00133,0.003348,0.002288,'3'
0.000177,0.026377,0.001238,0.001458,0.029459,0.001653,-0.01689,0.022251,0.000772,0.018267,0.013865,0.000238,0.000685,0.001881,-2.6e-05,-0.000887,0.004574,0.000367,-0.008496,0.00312,0.000617,0.004427,-0.000495,0.000155,0.026407,0.029541,0.027946,0.022934,0.002002,0.004673,0.009072,0.004457,'3'
0.011785,0.034816,0.002461,0.021771,0.004162,-0.00067,-0.009504,0.029953,0.002461,0.009234,0.010589,-0.000147,0.003627,0.002637,0.000382,0.006348,-0.007905,-0.000726,0.002308,0.002407,0.000528,-0.002823,-0.001024,-0.00012,0.036839,0.022175,0.031521,0.01405,0.004501,0.010164,0.003376,0.003005,'3'
0.006939,0.007191,-0.000217,0.003922,0.015479,-0.000159,-0.002811,0.012234,0.001209,0.008715,0.006092,-0.000959,-0.000621,-0.003542,-0.000343,-0.002288,0.001451,6.6e-05,0.000858,-0.002272,-0.00016,-6.7e-05,-0.000577,-0.000104,0.009995,0.015969,0.012611,0.010676,0.003612,0.00271,0.002434,0.00059,'3'
0.005574,0.003368,-0.000171,0.011766,0.000654,-0.0027,0.011733,0.005883,0.000278,-0.001767,0.007551,-0.001581,-0.000297,-0.000831,1e-05,0.001705,-0.003223,-0.000552,0.003162,-0.001381,-0.000202,-0.002279,0.000317,-0.000135,0.006514,0.012089,0.013128,0.007915,0.000883,0.003688,0.003456,0.002305,'3'
-0.001372,0.003652,-0.002266,-0.000723,0.01082,-0.001926,0.006857,0.004217,-0.00181,-0.000246,0.008092,-0.001537,-0.00217,8.9e-05,-0.000655,-0.003903,0.003177,0.000242,-0.001524,-0.000521,-0.000652,0.000475,0.000169,1.4e-05,0.004512,0.011013,0.008251,0.00824,0.002269,0.005038,0.001737,0.000505,'5'
-0.004259,0.01734,-0.001588,0.013442,-0.006709,-0.002682,-0.004546,0.013676,-0.001199,0.003484,0.003093,-0.000697,-0.000931,0.004415,0.000219,0.004569,-0.005654,-0.000244,-0.003679,0.003051,0.000197,0.001203,-0.001613,0.000271,0.017926,0.015261,0.014462,0.004711,0.004518,0.007274,0.004784,0.00203,'5'
-0.00425,0.013823,-0.002255,0.004553,-0.000574,8.2e-05,-0.003724,0.010996,-0.001849,0.004671,-0.000346,9e-05,3e-06,-0.001135,-0.000215,-0.002868,0.001979,0.000891,0.000265,-0.000865,-0.00021,0.000383,-0.001109,0.000254,0.014636,0.004589,0.011756,0.004684,0.001155,0.003596,0.000928,0.001201,'5'
-0.004389,0.000505,-0.000474,-0.01128,0.000674,-0.001696,-0.003947,0.000855,-0.000475,0.003109,-0.009135,-0.003696,-4.5e-05,-0.004296,0.000574,-0.005107,0.000403,-0.000574,-7.2e-05,-0.003272,0.000443,-0.000504,-0.002835,-0.001221,0.004444,0.011426,0.004067,0.010334,0.004334,0.005155,0.003302,0.003128,'5'
-0.000182,0.000215,-0.000268,-0.016361,0.002394,-0.002075,-0.000555,0.000137,-0.000303,-0.001843,-0.008446,-0.004008,0.001357,-9.4e-05,6.7e-05,-0.001639,0.000555,-0.000122,0.001094,-0.000232,5.5e-05,-0.001597,0.000223,-0.000101,0.000389,0.016665,0.000647,0.009528,0.001362,0.001735,0.00112,0.001616,'5'
-0.000498,0.000538,-0.000149,-0.015925,0.002689,-0.00198,-0.00072,0.000504,-0.000164,-0.001567,-0.008077,-0.003888,-9.9e-05,0.000101,3.7e-05,0.000136,9.2e-05,3e-05,-5.2e-05,0.000115,4.4e-05,8.6e-05,0.000115,3.7e-05,0.000748,0.016271,0.000894,0.0091,0.000146,0.000168,0.000133,0.000149,'5'
-0.000724,0.000428,-7.8e-05,0.001156,0.000595,0.000178,-0.000896,0.000373,-8.8e-05,0.001155,0.000624,0.000184,-7.3e-05,-3.5e-05,2.3e-05,0.00551,-0.000675,0.000696,-5.7e-05,-4.3e-05,2.5e-05,0.000878,0.002807,0.001314,0.000844,0.001313,0.000974,0.001325,8.4e-05,0.005595,7.5e-05,0.003221,'5'
-0.02142,-0.001235,-0.002308,0.001631,-7.1e-05,0.000291,-0.026498,-0.004376,-0.003112,0.001626,-9.3e-05,0.000286,-0.006676,-0.000537,-0.00072,0.000153,-0.000215,3.6e-05,-0.008259,-0.001532,-0.000976,0.000152,-0.000231,3.3e-05,0.021579,0.001658,0.027037,0.001653,0.006736,0.000266,0.008456,0.000279,'5'
-0.015665,-0.001345,-0.001658,0.001126,0.000944,0.00019,-0.019992,-0.00354,-0.002255,0.001121,0.000919,0.000184,0.000928,-1.8e-05,0.000105,-8.2e-05,0.000164,-1.6e-05,0.001049,0.000135,0.000138,-8.1e-05,0.000163,-1.6e-05,0.01581,0.001481,0.020428,0.001461,0.000934,0.000184,0.001067,0.000183,'5'
-0.014282,-0.001902,-0.001545,0.000947,0.001381,0.000102,-0.019805,-0.003671,-0.002096,0.000942,0.001355,9.6e-05,0.000432,-0.000174,3.5e-05,-5.6e-05,0.000137,-2.7e-05,5.9e-05,-4.1e-05,5e-05,-5.6e-05,0.000136,-2.7e-05,0.01449,0.001678,0.020251,0.001653,0.000467,0.00015,8.7e-05,0.00015,'5'
-0.011361,-0.001458,-0.000914,0.001147,0.001887,3e-06,-0.001248,0.001578,0.000564,0.00115,0.00198,2.3e-05,0.000942,0.000143,0.000204,6.5e-05,0.000163,-3.2e-05,0.005986,0.001693,0.000858,6.7e-05,0.000202,-2.4e-05,0.011491,0.002209,0.002089,0.00229,0.000974,0.000179,0.00628,0.000214,'5'
-0.014955,-0.000383,-0.00166,0.001809,0.000978,0.000199,-0.000899,0.003413,0.000567,0.001823,0.001225,0.000253,-0.001159,0.000347,-0.000241,0.000213,-0.000293,6.3e-05,0.000112,0.000592,1e-06,0.000217,-0.000244,7.4e-05,0.015051,0.002066,0.003574,0.002211,0.001234,0.000368,0.000603,0.000335,'5'
